# ==============================================,,,,,,,,,
# TCC - Log de Teste de Envelhecimento,,,,,,,,,
# ==============================================,,,,,,,,,
# Data/Hora Início: 2026-01-10 11:52:13,,,,,,,,,
# ,,,,,,,,,
# PARÂMETROS PID (FIXOS):,,,,,,,,,
#   Kp = 2.780000,,,,,,,,,
#   Ki = 0.00106000,,,,,,,,,
#   Kd = 5.000000,,,,,,,,,
# ,,,,,,,,,
# MODELO FOPDT IDENTIFICADO:,,,,,,,,,
#   G(s) = 1.56 * exp(-150.6s) / (1307.2s + 1),,,,,,,,,
#   K = 1.56 °C/%,,,,,,,,,
#   θ = 150.6 s,,,,,,,,,
#   τ = 1307.2 s,,,,,,,,,
# ,,,,,,,,,
# CONFIGURAÇÃO:,,,,,,,,,
#   Taxa de Rampa: 1.0 °C/s,,,,,,,,,
#   Intervalo de Amostragem: 1000 ms,,,,,,,,,
#   Janela PWM (SSR): 5000 ms,,,,,,,,,
# ,,,,,,,,,
# LIMITES DE SEGURANÇA:,,,,,,,,,
#   Temp. Máx. Forno: 130.0 °C,,,,,,,,,
#   Temp. Máx. DUT: 130.0 °C,,,,,,,,,
#   Corrente Máx. PSU: 1.5 A,,,,,,,,,
# ==============================================,,,,,,,,,
# ,,,,,,,,,
time_sec,oven_temp_c,oven_setpoint_c,oven_output_pct,psu_voltage_v,psu_current_a,dut_temp_c,dut_slack,dut_volt,
1301.999,107.75,100,0,1,0.049,37.641,60,0.994,1634.837
1302.999,107.77,100,0,1,0.049,37.271,59,0.993,1635.837
1304,108.06,100,0,1,0.049,37.65,59,0.993,1636.838
1304.999,107.44,100,0,1,0.049,37.527,57,0.993,1637.837
1305.999,107.4,100,0,1,0.049,37.793,60,0.993,1638.837
1307,107.68,100,0,1,0.049,37.015,59,0.992,1639.838
1308.001,107.5,100,0,1,0.049,37.148,59,0.993,1640.839
1308.999,108.13,100,0,1,0.049,37.793,57,0.992,1641.837
1310,107.4,100,0,1,0.049,37.262,58,0.993,1642.838
1311.001,107.83,100,0,1,0.049,37.783,60,0.993,1643.839
1311.999,107.56,100,0,1,0.049,37.271,57,0.993,1644.837
1313.002,107.62,100,0,1,0.049,37.906,60,0.993,1645.84
1313.999,107.63,100,0,1,0.049,37.138,58,0.993,1646.837
1315,107.38,100,0,0.999,0.049,37.774,58,0.993,1647.838
1315.999,107.65,100,0,1,0.049,37.414,60,0.993,1648.837
1317.001,107.32,100,0,1,0.049,37.148,60,0.992,1649.839
1318.001,107.76,100,0,1,0.049,37.537,58,0.993,1650.839
1319,107.7,100,0,1,0.049,37.262,59,0.992,1651.838
1320,107.5,100,0,1,0.049,38.03,59,0.993,1652.838
1321.002,107.62,100,0,1,0.049,37.65,60,0.993,1653.84
1321.999,107.67,100,0,1,0.049,37.138,59,0.993,1654.837
1322.999,107.39,100,0,1,0.049,37.65,58,0.993,1655.837
1323.999,107.93,100,0,1,0.049,37.66,60,0.992,1656.837
1324.999,107.84,100,0,1,0.049,37.537,60,0.993,1657.837
1326.001,107.7,100,0,1,0.049,37.783,60,0.994,1658.839
1327.001,107.28,100,0,1,0.049,37.518,60,0.993,1659.839
1328.001,107.7,100,0,1,0.049,37.527,59,0.992,1660.839
1329.001,107.44,100,0,1,0.049,37.537,58,0.992,1661.839
1329.999,107.61,100,0,1,0.049,37.404,60,0.993,1662.837
1330.999,107.65,100,0,1,0.049,36.892,59,0.991,1663.837
1332,107.85,100,0,1,0.049,37.527,57,0.991,1664.838
1333,107.4,100,0,1,0.049,37.65,60,0.993,1665.838
1334,107.83,100,0,1,0.049,38.049,58,0.993,1666.838
1335,107.34,100,0,1,0.049,37.271,57,0.993,1667.838
1336.001,107.25,100,0,1,0.049,37.65,57,0.993,1668.839
1336.999,107.11,100,0,1,0.05,37.67,58,0.993,1669.837
1337.999,107.11,100,0,1,0.049,37.394,58,0.993,1670.837
1339.001,107.83,100,0,1,0.05,37.518,59,0.992,1671.839
1339.999,107.59,100,0,1,0.049,37.394,60,0.993,1672.837
1340.999,107.54,100,0,1,0.049,37.281,57,0.993,1673.837
1342,107.57,100,0,1,0.049,37.281,57,0.993,1674.838
1343.003,107.6,100,0,1,0.049,38.039,60,0.993,1675.841
1343.999,107.58,100,0,1,0.049,37.537,59,0.993,1676.837
1344.999,107.51,100,0,1,0.049,37.774,59,0.993,1677.837
1346.001,107.46,100,0,1,0.049,37.015,59,0.992,1678.839
1347.001,107.54,100,0,1,0.049,37.518,57,0.993,1679.839
1348.001,107.44,100,0,1,0.049,37.281,60,0.993,1680.839
1349.001,107.64,100,0,1,0.049,37.793,58,0.993,1681.839
1350,107.1,100,0,1,0.049,37.69,60,0.994,1682.838
1351,107.23,100,0,0.999,0.049,37.66,59,0.992,1683.838
1352,107.43,100,0,1,0.049,37.006,58,0.993,1684.838
1352.999,107.58,100,0,1,0.049,37.537,60,0.993,1685.837
1354.001,107.64,100,0,1,0.049,37.262,58,0.993,1686.839
1355,107.63,100,0,1,0.049,37.414,59,0.992,1687.838
1356,107.47,100,0,1,0.049,37.906,59,0.993,1688.838
1357.001,107.57,100,0,1,0.049,37.394,58,0.99,1689.839
1358.001,107.52,100,0,1,0.049,37.414,58,0.993,1690.839
1359,107.61,100,0,0.999,0.049,37.375,60,0.992,1691.838
1360,107.75,100,0,1,0.049,37.518,60,0.992,1692.838
1361,107.47,100,0,1,0.049,37.148,60,0.994,1693.838
1362,107.91,100,0,1,0.049,37.414,57,0.993,1694.838
1363,107.8,100,0,1,0.049,37.015,59,0.992,1695.838
1364,107.64,100,0,1,0.049,37.67,60,0.993,1696.838
1365,107.65,100,0,1,0.05,37.537,58,0.993,1697.838
1365.999,107.56,100,0,1,0.049,38.059,58,0.993,1698.837
1367,107.44,100,0,1,0.049,37.518,60,0.993,1699.838
1367.999,107.35,100,0,1,0.049,37.66,60,0.992,1700.837
1369.001,107.34,100,0,1,0.049,37.936,58,0.993,1701.839
1370,107.26,100,0,1,0.049,38.039,57,0.993,1702.838
1371,107.33,100,0,1,0.049,37.414,58,0.992,1703.838
1371.999,107.44,100,0,1,0.049,36.892,60,0.992,1704.837
1373,107.35,100,0,1,0.049,37.434,59,0.993,1705.838
1373.999,107.38,100,0,1,0.049,38.049,59,0.993,1706.837
1375,107.23,100,0,1,0.049,37.774,59,0.993,1707.838
1375.999,107.47,100,0,1,0.049,37.404,59,0.991,1708.837
1377,107.28,100,0,1,0.049,36.873,59,0.993,1709.838
1378,107.24,100,0,1,0.049,37.764,58,0.993,1710.838
1378.999,107.54,100,0,1,0.049,37.414,57,0.993,1711.837
1379.999,107.41,100,0,1,0.05,37.271,59,0.995,1712.837
1381,107.45,100,0,1,0.049,37.68,57,0.993,1713.838
1381.999,107.37,100,0,1,0.049,37.518,59,0.993,1714.837
1382.999,107.44,100,0,1,0.049,37.527,59,0.992,1715.837
1384.001,107.2,100,0,1,0.049,37.547,58,0.99,1716.839
1385.001,107.53,100,0,1,0.049,37.271,60,0.992,1717.839
1386,107.61,100,0,1,0.049,37.537,58,0.993,1718.838
1387,107.17,100,0,1,0.049,37.271,60,0.995,1719.838
1388,107.41,100,0,1,0.049,37.404,58,0.994,1720.838
1389.001,107.35,100,0,1,0.049,36.892,60,0.992,1721.839
1390.002,107.36,100,0,1,0.049,37.547,58,0.993,1722.84
1391,107.02,100,0,1,0.049,37.394,59,0.992,1723.838
1392.002,107.39,100,0,1,0.049,37.66,57,0.993,1724.84
1392.999,106.9,100,0,1,0.049,38.039,57,0.992,1725.837
1393.999,107.47,100,0,1,0.049,36.912,59,0.992,1726.837
1395.002,107.14,100,0,1,0.049,37.281,60,0.993,1727.84
1396.001,107.39,100,0,1,0.049,37.404,59,0.993,1728.839
1397,107.36,100,0,1,0.049,36.902,57,0.993,1729.838
1398,107.6,100,0,1,0.049,37.148,60,0.995,1730.838
1398.999,107.35,100,0,1,0.049,37.271,60,0.992,1731.837
1399.999,107.49,100,0,1,0.049,37.385,58,0.993,1732.837
1401.001,107.12,100,0,1,0.049,37.394,60,0.993,1733.839
1402,107.18,100,0,1,0.049,37.783,60,0.993,1734.838
1402.999,107.2,100,0,1,0.049,37.271,60,0.994,1735.837
1404.001,107.13,100,0,1,0.049,37.936,57,0.993,1736.839
1405,107.39,100,0,1,0.049,37.394,60,0.993,1737.838
1406,107.45,100,0,1,0.049,38.182,59,0.993,1738.838
1407.001,107.49,100,0,1,0.049,37.774,57,0.993,1739.839
1408,107.48,100,0,1,0.049,37.404,58,0.992,1740.838
1409.001,107.14,100,0,1,0.049,37.906,57,0.993,1741.839
1410,107.46,100,0,1,0.049,37.793,60,0.993,1742.838
1411.002,106.95,100,0,1,0.049,37.66,59,0.992,1743.84
1411.999,106.95,100,0,1,0.049,37.793,57,0.993,1744.837
1412.999,107.36,100,0,1,0.049,36.902,60,0.993,1745.837
1414.001,107.2,100,0,1,0.049,37.291,58,0.993,1746.839
1414.999,107.04,100,0,1,0.049,37.641,60,0.993,1747.837
1416,107.03,100,0,1,0.049,37.66,59,0.992,1748.838
1417,107.21,100,0,1,0.049,37.252,58,0.993,1749.838
1418.002,107.05,100,0,1,0.049,38.049,57,0.993,1750.84
1419,106.94,100,0,1,0.049,36.617,57,0.993,1751.838
1420.001,106.79,100,0,1,0.049,37.138,58,0.993,1752.839
1421.001,106.96,100,0,1,0.049,37.897,59,0.992,1753.839
1422,106.85,100,0,1,0.049,37.271,57,0.995,1754.838
1423.002,106.94,100,0,1,0.049,37.158,57,0.993,1755.84
1423.999,106.92,100,0,1,0.049,37.148,58,0.991,1756.837
1425,107.28,100,0,1,0.049,36.646,59,0.993,1757.838
1426,107.02,100,0,1,0.049,37.252,58,0.992,1758.838
1427.001,106.98,100,0,1,0.049,37.138,59,0.993,1759.839
1427.999,106.94,100,0,1,0.049,37.138,58,0.993,1760.837
1428.999,107.29,100,0,1,0.049,37.404,57,0.993,1761.837
1430.001,106.67,100,0,1,0.049,36.759,59,0.992,1762.839
1430.999,107.25,100,0,1,0.049,37.65,58,0.993,1763.837
1431.999,106.65,100,0,1,0.049,37.015,60,0.993,1764.837
1433,107.32,100,0,0.999,0.049,37.394,58,0.993,1765.838
1433.999,106.99,100,0,1,0.049,38.039,58,0.995,1766.837
1434.999,106.88,100,0,1,0.049,37.148,59,0.994,1767.837
1435.999,106.87,100,0,1,0.049,37.803,57,0.992,1768.837
1436.999,106.73,100,0,1,0.049,37.006,57,0.993,1769.837
1438,106.55,100,0,1,0.049,37.394,59,0.993,1770.838
1439,106.68,100,0,1,0.049,37.271,60,0.992,1771.838
1439.999,106.95,100,0,1,0.049,37.291,58,0.993,1772.837
1441,106.74,100,0,1,0.049,37.404,58,0.992,1773.838
1441.999,106.78,100,0,1,0.049,37.158,58,0.993,1774.837
1442.999,106.82,100,0,1,0.049,37.527,58,0.993,1775.837
1443.999,106.87,100,0,1,0.049,37.148,59,0.993,1776.837
1444.999,106.49,100,0,1,0.049,38.03,57,0.993,1777.837
1445.999,106.64,100,0,1,0.049,37.025,59,0.993,1778.837
1446.999,106.57,100,0,1,0.049,37.015,58,0.993,1779.837
1448,106.68,100,0,1,0.049,37.271,59,0.992,1780.838
1449,106.75,100,0,1,0.049,37.015,57,0.992,1781.838
1449.999,106.56,100,0,1,0.049,37.404,60,0.992,1782.837
1450.999,106.84,100,0,1,0.049,37.148,60,0.993,1783.837
1452,106.67,100,0,1,0.049,37.783,59,0.993,1784.838
1453,106.46,100,0,1,0.049,37.271,59,0.993,1785.838
1454.002,106.53,100,0,1,0.049,37.394,59,0.992,1786.84
1454.999,106.63,100,0,1,0.049,37.281,60,0.994,1787.837
1456.001,106.52,100,0,1,0.049,37.148,59,0.992,1788.839
1457,106.54,100,0,1,0.049,37.537,57,0.993,1789.838
1457.999,106.35,100,0,1,0.049,37.537,58,0.993,1790.837
1458.999,106.83,100,0,1,0.049,37.66,58,0.993,1791.837
1459.999,106.38,100,0,1,0.049,37.793,58,0.993,1792.837
1461,106.55,100,0,1,0.049,37.547,60,0.993,1793.838
1461.999,106.68,100,0,1,0.049,37.518,57,0.993,1794.837
1462.999,106.71,100,0,1,0.049,37.148,58,0.99,1795.837
1463.999,106.26,100,0,1,0.049,37.281,59,0.992,1796.837
1465,106.27,100,0,1,0.049,37.404,58,0.993,1797.838
1465.999,106.52,100,0,1,0.049,37.158,59,0.993,1798.837
1467.002,106.65,100,0,1,0.049,37.394,60,0.993,1799.84
1468.002,106.43,100,0,1,0.049,37.404,57,0.993,1800.84
1469.001,106.45,100,0,1,0.049,37.138,58,0.993,1801.839
1470,106.63,100,0,1,0.049,37.66,58,0.993,1802.838
1471,106.47,100,0,1,0.049,37.394,59,0.993,1803.838
1472,106.54,100,0,1,0.049,37.537,60,0.993,1804.838
1473,106.48,100,0,1,0.049,37.774,58,0.993,1805.838
1474.001,106.33,100,0,1,0.049,37.803,57,0.994,1806.839
1474.999,106.41,100,0,1,0.049,37.035,57,0.992,1807.837
1476.001,106.07,100,0,1,0.049,37.68,59,0.992,1808.839
1477,106.59,100,0,1,0.049,36.636,57,0.993,1809.838
1478,106.27,100,0,1,0.049,37.547,57,0.993,1810.838
1478.999,106.1,100,0,1,0.049,38.039,57,0.992,1811.837
1480,106.23,100,0,1,0.049,37.394,59,0.993,1812.838
1481,106.31,100,0,1,0.049,37.518,59,0.992,1813.838
1482,106.37,100,0,1,0.049,37.404,58,0.993,1814.838
1482.999,106.3,100,0,1,0.049,37.025,59,0.992,1815.837
1484,106.12,100,0,1,0.049,37.015,59,0.993,1816.838
1484.999,105.86,100,0,1,0.049,38.03,60,0.993,1817.837
1486.001,106.31,100,0,1,0.049,37.783,58,0.993,1818.839
1486.999,105.93,100,0,1,0.049,37.527,60,0.994,1819.837
1488,106.21,100,0,1,0.049,37.537,58,0.993,1820.838
1489.001,106.32,100,0,1,0.049,37.783,58,0.993,1821.839
1490.002,106.15,100,0,1,0.049,37.547,57,0.993,1822.84
1491,105.83,100,0,1,0.049,37.262,60,0.993,1823.838
1491.999,105.71,100,0,1,0.049,37.404,60,0.992,1824.837
1493.001,106.3,100,0,1,0.049,37.67,59,0.992,1825.839
1493.999,106.09,100,0,1,0.049,37.168,60,0.993,1826.837
1494.999,106.29,100,0,1,0.049,37.774,58,0.993,1827.837
1496,105.82,100,0,1,0.049,37.66,60,0.993,1828.838
1496.999,105.89,100,0,1,0.049,37.271,58,0.993,1829.837
1498.001,105.72,100,0,1,0.049,37.66,59,0.994,1830.839
1499,105.9,100,0,1,0.049,37.67,58,0.993,1831.838
1499.999,105.87,100,0,1,0.049,37.67,58,0.993,1832.837
1500.999,106.45,100,0,1,0.049,37.926,60,0.992,1833.837
1501.999,106.19,100,0,1,0.049,37.783,60,0.993,1834.837
1503,105.87,100,0,1,0.049,37.803,60,0.993,1835.838
1504.001,106.24,100,0,1,0.049,37.547,58,0.992,1836.839
1505.001,105.83,100,0,1,0.049,37.783,59,0.993,1837.839
1506,105.88,100,0,1,0.049,37.527,58,0.993,1838.838
1507,106.14,100,0,1,0.049,37.641,58,0.993,1839.838
1508,106.28,100,0,1,0.049,37.262,57,0.993,1840.838
1509,105.79,100,0,1,0.049,37.281,57,0.994,1841.838
1509.999,106.3,100,0,1,0.049,37.66,59,0.993,1842.837
1510.999,106.2,100,0,1,0.049,37.537,60,0.993,1843.837
1511.999,105.75,100,0,1,0.049,37.527,59,0.993,1844.837
1513,105.72,100,0,1,0.049,37.404,60,0.991,1845.838
1514.001,105.73,100,0,1,0.049,37.148,58,0.993,1846.839
1515,106,100,0,1,0.049,37.518,59,0.992,1847.838
1516,105.74,100,0,1,0.049,37.803,60,0.992,1848.838
1517,105.74,100,0,1,0.049,37.148,60,0.993,1849.838
1517.999,105.62,100,0,1,0.049,37.67,57,0.993,1850.837
1519,105.72,100,0,1,0.049,37.793,59,0.993,1851.838
1520,105.85,100,0,1,0.049,37.774,57,0.992,1852.838
1521,105.88,100,0,1,0.049,36.902,58,0.993,1853.838
1521.999,105.8,100,0,1,0.049,37.66,60,0.993,1854.837
1523,105.63,100,0,1,0.049,37.508,59,0.993,1855.838
1524,105.61,100,0,1,0.049,37.025,57,0.993,1856.838
1524.999,105.8,100,0,1,0.049,37.793,57,0.994,1857.837
1526,105.67,100,0,1,0.049,37.025,60,0.993,1858.838
1527.002,105.73,100,0,1,0.049,37.138,59,0.992,1859.84
1528.001,105.72,100,0,1,0.049,37.148,59,0.993,1860.839
1529.001,105.53,100,0,1,0.049,36.882,58,0.993,1861.839
1530,105.5,100,0,1,0.049,37.803,58,0.993,1862.838
1531.001,105.56,100,0,1,0.049,36.636,58,0.992,1863.839
1531.999,105.85,100,0,1,0.049,37.148,59,0.993,1864.837
1533,105.63,100,0,1,0.049,37.518,59,0.993,1865.838
1534,105.57,100,0,1,0.049,36.759,60,0.993,1866.838
1535.001,105.32,100,0,1,0.049,37.527,57,0.994,1867.839
1536,105.25,100,0,1,0.049,37.414,60,0.993,1868.838
1536.999,105.45,100,0,1,0.049,37.547,59,0.993,1869.837
1538,105.38,100,0,1,0.049,37.783,59,0.992,1870.838
1539,105.28,100,0,1,0.049,37.537,60,0.994,1871.838
1540.001,105.36,100,0,1,0.049,37.641,59,0.993,1872.839
1541.001,105.43,100,0,1,0.049,37.271,59,0.993,1873.839
1542,105.46,100,0,1,0.049,37.803,58,0.993,1874.838
1542.999,105.52,100,0,1,0.049,37.281,59,0.992,1875.837
1544.001,105.42,100,0,1,0.049,37.764,58,0.993,1876.839
1545.002,105.42,100,0,1,0.049,37.148,60,0.993,1877.84
1545.999,105.63,100,0,1,0.049,37.537,57,0.992,1878.837
1547.001,105.46,100,0,1,0.049,36.882,58,0.993,1879.839
1548,105.4,100,0,1,0.049,37.527,59,0.993,1880.838
1549.001,105.27,100,0,1,0.049,37.281,59,0.992,1881.839
1550.001,105.64,100,0,1,0.049,37.68,58,0.993,1882.839
1551.002,105.4,100,0,1,0.049,38.049,58,0.992,1883.84
1552,105.66,100,0,1,0.049,37.291,60,0.993,1884.838
1553,105.43,100,0,1,0.049,37.926,60,0.993,1885.838
1553.999,105.33,100,0,1,0.049,37.518,57,0.993,1886.837
1555,105.15,100,0,1,0.049,37.394,59,0.992,1887.838
1556,105.1,100,0,1,0.049,37.385,57,0.993,1888.838
1557,105.23,100,0,1,0.049,37.138,58,0.993,1889.838
1557.999,105.41,100,0,1,0.049,38.059,58,0.993,1890.837
1559,105.63,100,0,0.999,0.049,37.281,59,0.992,1891.838
1560,105.5,100,0,1,0.049,37.414,58,0.993,1892.838
1560.999,105.42,100,0,1,0.049,37.65,60,0.993,1893.837
1561.999,105.08,100,0,1,0.049,37.641,59,0.991,1894.837
1562.999,105.12,100,0,1,0.049,36.996,58,0.993,1895.837
1564,105.16,100,0,1,0.049,36.769,57,0.993,1896.838
1565.001,105.03,100,0,1,0.049,37.394,57,0.993,1897.839
1566.001,105.15,100,0,1,0.049,37.774,58,0.993,1898.839
1567,105.21,100,0,1,0.049,37.271,57,0.993,1899.838
1568,105.34,100,0,1,0.049,37.527,59,0.993,1900.838
1569,104.86,100,0,1,0.049,37.414,60,0.992,1901.838
1569.999,105.2,100,0,1,0.049,37.518,60,0.993,1902.837
1571.001,105.04,100,0,1,0.049,37.252,59,0.992,1903.839
1572.001,105.05,100,0,1,0.049,37.527,60,0.993,1904.839
1572.999,105.03,100,0,1,0.049,37.148,59,0.994,1905.837
1574.001,105.17,100,0,1,0.049,37.148,60,0.993,1906.839
1575,105.18,100,0,1,0.049,37.394,59,0.993,1907.838
1576.001,104.81,100,0,0.999,0.049,38.049,59,0.993,1908.839
1576.999,104.83,100,0,1,0.049,37.262,58,0.993,1909.837
1578,104.9,100,0,1,0.049,37.394,57,0.993,1910.838
1579,105.09,100,0,1,0.049,37.025,59,0.993,1911.838
1580,104.83,100,0,1,0.049,37.271,59,0.993,1912.838
1580.999,104.43,100,0,1,0.049,37.281,57,0.993,1913.837
1582.001,104.84,100,0,1,0.049,37.148,59,0.993,1914.839
1583.001,104.85,100,0,1,0.049,37.414,57,0.993,1915.839
1583.999,104.87,100,0,1,0.049,37.281,57,0.993,1916.837
1584.999,104.68,100,0,1,0.049,37.916,57,0.993,1917.837
1586,104.74,100,0,1,0.049,37.178,57,0.993,1918.838
1587,104.96,100,0,1,0.049,37.527,59,0.993,1919.838
1588.001,104.73,100,0,1,0.049,37.783,60,0.993,1920.839
1589.001,104.8,100,0,1,0.049,37.936,57,0.992,1921.839
1590,104.94,100,0,1,0.049,37.271,60,0.993,1922.838
1590.999,104.6,100,0,1,0.049,37.414,59,0.993,1923.837
1592.001,104.76,100,0,1,0.049,37.527,60,0.991,1924.839
1592.999,104.98,100,0,1,0.049,37.025,60,0.993,1925.837
1593.999,104.63,100,0,1,0.049,37.148,59,0.992,1926.837
1595.001,104.59,100,0,1,0.049,36.882,59,0.993,1927.839
1595.999,104.78,100,0,1,0.049,37.414,59,0.992,1928.837
1596.999,105.1,100,0,1,0.049,37.281,57,0.993,1929.837
1597.999,104.3,100,0,1,0.049,37.67,57,0.993,1930.837
1598.999,104.7,100,0,1,0.049,37.291,58,0.991,1931.837
1599.999,104.78,100,0,1,0.049,37.537,59,0.993,1932.837
1601.002,104.55,100,0,1,0.049,36.759,57,0.993,1933.84
1602,104.49,100,0,1,0.049,37.916,57,0.993,1934.838
1603.001,104.42,100,0,1,0.049,37.783,58,0.993,1935.839
1604,104.35,100,0,1,0.049,37.271,59,0.993,1936.838
1605.003,104.64,100,0,1,0.049,37.518,60,0.993,1937.841
1605.999,104.52,100,0,1,0.049,37.271,59,0.993,1938.837
1607.001,104.45,100,0,1,0.049,37.926,58,0.993,1939.839
1608,104.56,100,0,1,0.049,37.262,59,0.993,1940.838
1609,104.37,100,0,1,0.049,38.039,57,0.993,1941.838
1610,104.17,100,0,1,0.049,37.404,57,0.991,1942.838
1610.999,104.39,100,0,1,0.049,36.873,59,0.993,1943.837
1612,104.21,100,0,1,0.049,37.291,59,0.993,1944.838
1613,104.31,100,0,1,0.049,37.527,57,0.993,1945.838
1613.999,104.4,100,0,1,0.049,37.281,60,0.993,1946.837
1614.999,104.07,100,0,1,0.049,36.769,57,0.993,1947.837
1616,104.32,100,0,1,0.049,37.404,57,0.993,1948.838
1616.999,104.32,100,0,1,0.049,37.404,59,0.993,1949.837
1618,104.21,100,0,1,0.049,37.508,60,0.993,1950.838
1619.001,104.58,100,0,1,0.049,37.148,57,0.992,1951.839
1620.001,104.72,100,0,1,0.049,37.394,59,0.993,1952.839
1621.001,104.39,100,0,1,0.049,37.158,60,0.994,1953.839
1622,104.39,100,0,1,0.049,37.015,57,0.993,1954.838
1623,104.32,100,0,1,0.049,37.015,59,0.993,1955.838
1624.001,104,100,0,1,0.049,38.039,57,0.993,1956.839
1625,104.36,100,0,1,0.049,37.271,58,0.993,1957.838
1626.001,104.02,100,0,1,0.049,37.66,57,0.993,1958.839
1627.001,104.06,100,0,1,0.049,38.03,59,0.991,1959.839
1627.999,104.33,100,0,1,0.049,37.148,59,0.991,1960.837
1629,104.19,100,0,1,0.049,37.262,57,0.993,1961.838
1630.001,104.04,100,0,1,0.049,37.404,59,0.993,1962.839
1631.001,103.68,100,0,1,0.049,37.424,57,0.992,1963.839
1632,104.01,100,0,1,0.049,37.252,59,0.993,1964.838
1633.001,104.1,100,0,1,0.049,37.262,57,0.993,1965.839
1633.999,104.09,100,0,1,0.049,37.168,59,0.992,1966.837
1635,104.32,100,0,1,0.049,37.394,57,0.993,1967.838
1636.002,104.08,100,0,1,0.049,37.148,60,0.993,1968.84
1637.001,104.26,100,0,1,0.049,37.025,59,0.992,1969.839
1638.001,104.18,100,0,1,0.049,37.783,59,0.993,1970.839
1638.999,103.64,100,0,1,0.049,37.129,59,0.993,1971.837
1639.999,103.89,100,0,1,0.049,38.02,57,0.994,1972.837
1640.999,104.15,100,0,1,0.049,37.65,59,0.991,1973.837
1641.999,103.81,100,0,1,0.049,37.424,59,0.993,1974.837
1642.999,103.77,100,0,1,0.049,37.414,57,0.993,1975.837
1644.001,103.97,100,0,1,0.049,37.129,60,0.993,1976.839
1644.999,103.84,100,0,1,0.049,37.301,58,0.993,1977.837
1646.001,103.66,100,0,1,0.049,37.783,59,0.993,1978.839
1647.001,103.81,100,0,1,0.049,37.916,57,0.993,1979.839
1648,104.15,100,0,1,0.049,37.414,59,0.99,1980.838
1649,103.96,100,0,1,0.049,37.67,58,0.993,1981.838
1650,103.99,100,0,1,0.049,37.68,57,0.993,1982.838
1651,104.04,100,0,1,0.049,37.404,57,0.993,1983.838
1652,103.95,100,0,1,0.049,37.793,59,0.993,1984.838
1653,103.77,100,0,1,0.049,37.547,57,0.992,1985.838
1654.001,103.75,100,0,1,0.049,37.271,57,0.993,1986.839
1655,103.6,100,0,1,0.049,37.414,60,0.993,1987.838
1656,103.68,100,0,1,0.049,36.769,57,0.991,1988.838
1656.999,103.63,100,0,1,0.049,37.547,57,0.993,1989.837
1658.002,103.56,100,0,1,0.049,37.527,58,0.993,1990.84
1659,103.63,100,0,1,0.049,37.783,60,0.994,1991.838
1660.001,103.69,100,0,1,0.049,37.518,59,0.993,1992.839
1660.999,103.53,100,0,1,0.049,37.537,57,0.993,1993.837
1662,103.92,100,0,1,0.049,37.518,57,0.992,1994.838
1663.001,103.29,100,0,1,0.049,37.414,58,0.991,1995.839
1664.001,103.65,100,0,1,0.049,37.547,58,0.993,1996.839
1664.999,103.69,100,0,1,0.049,37.916,60,0.991,1997.837
1666,103.65,100,0,1,0.049,37.793,57,0.992,1998.838
1667.002,103.32,100,0,1,0.049,37.158,59,0.992,1999.84
1667.999,103.53,100,0,1,0.049,37.129,59,0.993,2000.837
1669.001,103.49,100,0,1,0.049,37.641,60,0.993,2001.839
1670,103.5,100,0,1,0.049,36.892,59,0.993,2002.838
1671.003,103.14,100,0,1,0.049,37.414,57,0.993,2003.841
1672.001,103.29,100,0,1,0.049,37.291,60,0.993,2004.839
1672.999,103.6,100,0,1,0.049,37.242,58,0.992,2005.837
1674.001,103.32,100,0,1,0.049,36.636,59,0.993,2006.839
1675,103.5,100,0,1,0.049,37.158,57,0.992,2007.838
1675.999,103.33,100,0,1,0.049,37.783,57,0.993,2008.837
1677,103.19,100,0,1,0.049,37.537,60,0.993,2009.838
1678,103.34,100,0,1,0.049,37.291,57,0.993,2010.838
1679,103.3,100,0,1,0.049,37.764,60,0.993,2011.838
1680.001,103.36,100,0,1,0.049,37.803,57,0.993,2012.839
1681,103.74,100,0,1,0.049,37.783,59,0.992,2013.838
1681.999,103.15,100,0,1,0.049,36.882,58,0.993,2014.837
1683.001,103.09,100,0,1,0.049,37.262,60,0.993,2015.839
1684,103.06,100,0,1,0.049,37.291,60,0.993,2016.838
1684.999,103.47,100,0,1,0.049,38.069,59,0.993,2017.837
1685.999,103.06,100,0,1,0.049,37.394,59,0.993,2018.837
1687,103.48,100,0,1,0.049,37.404,60,0.993,2019.838
1688,103.17,100,0,1,0.049,37.281,60,0.994,2020.838
1689,103.1,100,0,1,0.049,37.527,58,0.993,2021.838
1690,103.05,100,0,1,0.049,37.158,60,0.993,2022.838
1690.999,103.03,100,0,1,0.049,37.404,60,0.993,2023.837
1692,102.91,100,0,1,0.049,37.906,60,0.993,2024.838
1693,103.16,100,0,1,0.049,36.892,58,0.992,2025.838
1693.999,103.13,100,0,1,0.049,37.025,60,0.994,2026.837
1695,103.18,100,0,1,0.049,37.015,59,0.992,2027.838
1696.001,102.91,100,0,1,0.049,37.803,57,0.993,2028.839
1696.999,102.9,100,0,1,0.049,37.508,58,0.994,2029.837
1697.999,103.03,100,0,1,0.049,37.518,59,0.993,2030.837
1699,103.16,100,0,1,0.049,37.813,59,0.993,2031.838
1700.001,103.29,100,0,1,0.049,37.774,60,0.993,2032.839
1701,103.16,100,0,1,0.049,36.873,58,0.993,2033.838
