# ==============================================,,,,,,,,,
# TCC - Log de Teste de Envelhecimento,,,,,,,,,
# ==============================================,,,,,,,,,
# Data/Hora Início: 2026-01-10 11:52:13,,,,,,,,,
# ,,,,,,,,,
# PARÂMETROS PID (FIXOS):,,,,,,,,,
#   Kp = 2.780000,,,,,,,,,
#   Ki = 0.00106000,,,,,,,,,
#   Kd = 5.000000,,,,,,,,,
# ,,,,,,,,,
# MODELO FOPDT IDENTIFICADO:,,,,,,,,,
#   G(s) = 1.56 * exp(-150.6s) / (1307.2s + 1),,,,,,,,,
#   K = 1.56 °C/%,,,,,,,,,
#   θ = 150.6 s,,,,,,,,,
#   τ = 1307.2 s,,,,,,,,,
# ,,,,,,,,,
# CONFIGURAÇÃO:,,,,,,,,,
#   Taxa de Rampa: 1.0 °C/s,,,,,,,,,
#   Intervalo de Amostragem: 1000 ms,,,,,,,,,
#   Janela PWM (SSR): 5000 ms,,,,,,,,,
# ,,,,,,,,,
# LIMITES DE SEGURANÇA:,,,,,,,,,
#   Temp. Máx. Forno: 130.0 °C,,,,,,,,,
#   Temp. Máx. DUT: 130.0 °C,,,,,,,,,
#   Corrente Máx. PSU: 1.5 A,,,,,,,,,
# ==============================================,,,,,,,,,
# ,,,,,,,,,
time_sec,oven_temp_c,oven_setpoint_c,oven_output_pct,psu_voltage_v,psu_current_a,dut_temp_c,dut_slack,dut_volt,
1869.999,99.72,100,0,1,0.05,37.385,57,0.994,2202.837
1870.999,99.55,100,0,1,0.05,38.039,57,0.992,2203.837
1872,99.83,100,0,1,0.05,37.641,58,0.993,2204.838
1873,99.71,100,0,1,0.05,38.03,59,0.994,2205.838
1873.999,99.56,100,0,1,0.05,38.143,60,0.992,2206.837
1875.001,99.64,100,0,1,0.05,37.887,57,0.992,2207.839
1876,99.51,100,0,1,0.05,37.906,58,0.993,2208.838
1877.001,99.52,100,0,1,0.05,38.03,59,0.993,2209.839
1878,99.46,100,0,1,0.05,37.754,60,0.991,2210.838
1879.002,99.33,100,0,1,0.05,37.783,57,0.994,2211.84
1880.001,99.41,100,0,1,0.05,37.774,59,0.992,2212.839
1881,99.45,100,0,1,0.05,37.641,59,0.992,2213.838
1882.001,99.34,100,0,1,0.05,37.424,60,0.993,2214.839
1883,99.55,100,0,1,0.05,37.404,59,0.993,2215.838
1884.001,99.44,100,0,1,0.05,38.295,58,0.991,2216.839
1885,99.4,100,0,1,0.05,37.877,57,0.992,2217.838
1885.999,99.04,100,0,1,0.05,37.783,60,0.993,2218.837
1887.003,99.08,100,0,1,0.05,37.262,57,0.995,2219.841
1888,99.23,100,0,1,0.05,37.518,59,0.993,2220.838
1888.999,99.24,100,0,1,0.05,37.897,58,0.993,2221.837
1890.001,99.11,100,0,1,0.05,37.774,60,0.992,2222.839
1890.999,99.3,100,0,1,0.05,37.641,57,0.993,2223.837
1892,98.96,100,0,1,0.05,37.897,59,0.992,2224.838
1892.999,99.21,100,0,1,0.05,37.783,58,0.992,2225.837
1894.001,99.15,100,0,1,0.05,38.03,57,0.993,2226.839
1895,98.97,100,0,1,0.05,38.162,59,0.992,2227.838
1895.999,99.19,100,0,1,0.05,38.02,57,0.994,2228.837
1897.002,98.87,100,0,1,0.05,38.039,60,0.993,2229.84
1898,99.1,100,0,1,0.05,38.153,57,0.992,2230.838
1898.999,98.98,100,0,1,0.05,37.897,57,0.993,2231.837
1900.001,98.84,100,0,1,0.05,37.641,59,0.993,2232.839
1901,98.91,100,0,1,0.05,37.897,58,0.993,2233.838
1901.999,99.16,100,0,1,0.05,37.537,58,0.993,2234.837
1903,98.98,100,0,1,0.05,37.385,59,0.993,2235.838
1903.999,99.05,100,0,1,0.05,38.153,59,0.993,2236.837
1904.999,99.02,100,0,1,0.05,38.03,59,0.993,2237.837
1906,98.83,100,0,1,0.05,37.916,57,0.993,2238.838
1907,98.7,100,0,1,0.05,37.385,60,0.993,2239.838
1908.002,98.8,100,0,1,0.05,37.793,58,0.993,2240.84
1908.999,98.67,100,0,1,0.05,37.906,59,0.992,2241.837
1910.002,98.81,100,0,1,0.05,37.754,59,0.993,2242.84
1911.001,98.86,100,0,1,0.05,37.641,57,0.993,2243.839
1912.001,98.84,100,0,1,0.05,37.631,57,0.993,2244.839
1913,98.82,100,0,1,0.05,37.906,57,0.993,2245.838
1914,98.7,100,0,1,0.05,37.897,58,0.993,2246.838
1915.001,98.62,100,0,1,0.05,38.03,57,0.993,2247.839
1916.002,98.72,100,0,1,0.05,37.906,59,0.993,2248.84
1916.999,98.84,100,0,1,0.05,37.897,57,0.993,2249.837
1917.999,98.59,100,0,1,0.05,37.793,58,0.993,2250.837
1919,98.82,100,0,1,0.05,37.897,57,0.993,2251.838
1920,98.82,100,0,1,0.05,37.783,58,0.994,2252.838
1921,98.71,100,0,1,0.05,37.518,59,0.993,2253.838
1922.001,98.71,100,0,1,0.05,38.039,57,0.993,2254.839
1923,98.4,100,0,1,0.05,38.418,58,0.992,2255.838
1924,98.38,100,0,1,0.05,37.414,60,0.993,2256.838
1924.999,98.31,100,0,1,0.05,37.537,59,0.993,2257.837
1926.001,98.49,100,0,1,0.05,37.641,60,0.993,2258.839
1927,98.53,100,0,1,0.05,37.641,59,0.992,2259.838
1927.999,98.49,100,0,1,0.05,37.537,59,0.992,2260.837
1929,98.49,100,0,1,0.05,37.774,57,0.993,2261.838
1930,98.09,100,0,1,0.05,37.926,60,0.993,2262.838
1931,98.47,100,0,1,0.05,37.887,57,0.992,2263.838
1932,98.47,100,0,1,0.05,38.276,59,0.992,2264.838
1933.001,98.24,100,0,1,0.05,37.65,60,0.993,2265.839
1934.001,98.23,100,0,1,0.05,38.039,59,0.993,2266.839
1934.999,98.24,100,0,1,0.05,37.906,58,0.993,2267.837
1935.999,97.76,100,100,1,0.05,37.65,59,0.992,2268.837
1937.001,98.33,100,100,1,0.05,38.143,58,0.992,2269.839
1938,98.21,100,100,1,0.05,37.394,60,0.992,2270.838
1939.001,98.23,100,100,1,0.05,37.774,58,0.991,2271.839
1939.999,98.23,100,100,1,0.05,37.774,60,0.993,2272.837
1941,98.06,100,100,1,0.05,37.764,60,0.993,2273.838
1942,98.19,100,100,1,0.05,38.03,57,0.992,2274.838
1943,98.22,100,100,1,0.05,37.641,57,0.993,2275.838
1944.001,98.3,100,100,1,0.05,37.916,59,0.991,2276.839
1944.999,98.15,100,100,1,0.05,37.641,59,0.993,2277.837
1946,98.15,100,100,1,0.05,37.67,60,0.992,2278.838
1946.999,98.1,100,100,1,0.05,37.774,59,0.993,2279.837
1948.001,98.08,100,100,1,0.05,36.873,59,0.993,2280.839
1948.999,98.1,100,100,1,0.05,37.774,60,0.993,2281.837
1950,97.99,100,100,1,0.05,37.66,59,0.993,2282.838
1951.001,97.72,100,100,1,0.05,38.02,59,0.992,2283.839
1952.001,97.94,100,100,1,0.05,37.754,59,0.993,2284.839
1953,97.97,100,100,1,0.05,37.897,59,0.994,2285.838
1954,98.36,100,100,1,0.05,38.03,59,0.993,2286.838
1954.999,97.96,100,100,1,0.05,38.286,59,0.993,2287.837
1956.001,97.73,100,100,1,0.05,38.039,57,0.992,2288.839
1957,97.76,100,100,1,0.05,37.906,58,0.993,2289.838
1958,97.93,100,100,1,0.05,37.65,59,0.993,2290.838
1958.999,97.76,100,100,1,0.05,37.66,59,0.993,2291.837
1960,97.82,100,100,1,0.05,37.774,57,0.993,2292.838
1961,97.93,100,100,1,0.05,37.518,58,0.992,2293.838
1961.999,97.86,100,100,1,0.05,37.394,60,0.992,2294.837
1962.999,97.48,100,100,1,0.05,37.906,60,0.993,2295.837
1964,97.4,100,100,1,0.05,37.641,59,0.993,2296.838
1965,97.87,100,100,1,0.05,37.394,58,0.993,2297.838
1965.999,97.71,100,100,1,0.05,38.561,60,0.993,2298.837
1966.999,97.68,100,100,1,0.05,37.138,59,0.993,2299.837
1968,97.74,100,100,1,0.049,37.537,58,0.993,2300.838
1968.999,97.58,100,100,1,0.05,37.527,57,0.993,2301.837
1970,97.58,100,100,1,0.05,37.877,60,0.992,2302.838
1971,97.79,100,100,1,0.05,38.039,57,0.993,2303.838
1972,97.4,100,100,1,0.05,37.641,58,0.994,2304.838
1973,97.45,100,100,1,0.05,37.906,57,0.993,2305.838
1974,97.58,100,100,1,0.05,37.385,59,0.993,2306.838
1975,97.45,100,100,1,0.05,37.783,60,0.993,2307.838
1976,97.49,100,100,1,0.05,37.897,58,0.993,2308.838
1977.001,97.42,100,100,1,0.05,38.02,59,0.993,2309.839
1977.999,97.18,100,100,1,0.05,38.162,57,0.993,2310.837
1978.999,97.57,100,100,1,0.05,37.897,57,0.992,2311.837
1980.002,97.3,100,100,1,0.05,37.394,59,0.993,2312.84
1981,97.43,100,100,1,0.05,38.01,60,0.993,2313.838
1981.999,97.38,100,100,1,0.05,37.385,58,0.993,2314.837
1983.002,97.38,100,100,1,0.05,37.394,59,0.993,2315.84
1984.001,97.4,100,100,1,0.05,37.906,59,0.994,2316.839
1985,97.27,100,100,1,0.05,37.897,59,0.994,2317.838
1986,97.55,100,100,1,0.05,38.172,58,0.993,2318.838
1987,96.97,100,100,1,0.05,37.404,57,0.993,2319.838
1988,97.38,100,100,1,0.05,37.631,59,0.992,2320.838
1989,97.26,100,100,1,0.05,38.02,59,0.993,2321.838
1990,97.3,100,100,1,0.05,38.133,57,0.992,2322.838
1991,97.39,100,100,1,0.05,38.305,58,0.992,2323.838
1991.999,97.12,100,100,1,0.05,37.897,60,0.993,2324.837
1992.999,97.02,100,100,1,0.05,37.508,59,0.993,2325.837
1993.999,97.35,100,100,1,0.05,37.867,58,0.992,2326.837
1995,97.26,100,100,1,0.05,37.271,58,0.991,2327.838
1996.001,97.36,100,100,1,0.05,37.906,59,0.992,2328.839
1997,97.22,100,100,1,0.05,38.039,59,0.993,2329.838
1998,97.27,100,100,1,0.05,37.887,57,0.993,2330.838
1999,97.46,100,100,1,0.05,38.049,59,0.993,2331.838
1999.999,97.33,100,100,1,0.05,38.02,58,0.993,2332.837
2001,97.05,100,100,1,0.05,38.305,57,0.992,2333.838
2002,97.12,100,100,1,0.05,37.764,58,0.993,2334.838
2003.001,97.24,100,100,1,0.05,37.518,58,0.993,2335.839
2004.002,96.86,100,100,1,0.05,37.916,60,0.993,2336.84
2005,97.4,100,100,1,0.05,38.02,58,0.993,2337.838
2005.999,97.14,100,100,1,0.05,38.143,58,0.992,2338.837
2007,97.16,100,100,1,0.05,37.66,60,0.993,2339.838
2008,97.21,100,100,1,0.05,37.783,58,0.993,2340.838
2008.999,97.39,100,100,1,0.05,37.783,58,0.993,2341.837
2010,97.24,100,100,1,0.05,37.631,59,0.993,2342.838
2011,97.02,100,100,1,0.05,37.65,57,0.992,2343.838
2011.999,97.05,100,100,1,0.05,38.03,60,0.993,2344.837
2013,96.86,100,100,1,0.05,38.143,60,0.993,2345.838
2014,97.32,100,100,1,0.05,37.906,60,0.993,2346.838
2014.999,97.11,100,100,1,0.05,37.65,60,0.993,2347.837
2016,97.14,100,100,1,0.05,37.916,57,0.993,2348.838
2016.999,97.01,100,100,1,0.05,37.518,60,0.994,2349.837
2018,97.24,100,100,1,0.05,37.754,57,0.993,2350.838
2018.999,97.12,100,100,1,0.05,37.774,58,0.993,2351.837
2020,97.12,100,100,1,0.05,38.399,57,0.991,2352.838
2021,96.94,100,100,1,0.05,37.916,57,0.993,2353.838
2022,96.88,100,100,1,0.05,37.906,59,0.992,2354.838
2023,96.98,100,100,1,0.05,37.774,58,0.993,2355.838
2023.999,97,100,100,1,0.05,38.039,57,0.992,2356.837
2025,97.05,100,100,1,0.05,38.295,58,0.993,2357.838
2025.999,96.97,100,100,1,0.05,38.01,59,0.993,2358.837
2027.001,96.97,100,100,1,0.05,38.039,59,0.993,2359.839
2028.001,96.86,100,100,1,0.05,38.03,57,0.994,2360.839
2029,96.7,100,100,1,0.05,37.906,58,0.993,2361.838
2030,97.13,100,100,1,0.05,37.906,58,0.993,2362.838
2031,96.86,100,100,1,0.05,38.03,58,0.994,2363.838
2031.999,97.09,100,100,1,0.05,37.488,60,0.994,2364.837
2032.999,96.77,100,100,1,0.05,37.404,59,0.993,2365.837
2034,96.88,100,100,1,0.05,37.252,57,0.993,2366.838
2034.999,97.16,100,100,1,0.05,37.887,60,0.992,2367.837
2035.999,97.03,100,100,1,0.05,38.039,60,0.993,2368.837
2036.999,96.88,100,100,1,0.05,37.906,57,0.993,2369.837
2038,96.8,100,100,1,0.05,37.537,59,0.993,2370.838
2039.001,96.99,100,100,1,0.05,38.039,58,0.993,2371.839
2040,96.98,100,100,1,0.05,38.01,59,0.994,2372.838
2041,97.07,100,100,1,0.05,37.897,58,0.993,2373.838
2041.999,96.82,100,100,1,0.05,37.754,59,0.992,2374.837
2043.001,96.76,100,100,1,0.05,37.641,59,0.993,2375.839
2044,96.7,100,100,1,0.05,37.262,57,0.993,2376.838
2045.002,96.91,100,100,1,0.05,37.385,57,0.993,2377.84
2046,96.59,100,100,1,0.05,37.774,60,0.994,2378.838
2047.002,96.83,100,100,1,0.05,37.394,59,0.993,2379.84
2048,96.71,100,100,1,0.05,38.266,59,0.994,2380.838
2049.001,96.94,100,100,1,0.05,37.631,60,0.993,2381.839
2050,96.52,100,100,1,0.05,38.01,58,0.993,2382.838
2051,96.88,100,100,1,0.05,37.394,59,0.992,2383.838
2052,96.62,100,100,1,0.05,37.518,57,0.99,2384.838
2052.999,96.55,100,100,1,0.05,38,57,0.993,2385.837
2053.999,97.08,100,100,1,0.05,38.02,58,0.993,2386.837
2054.999,96.66,100,100,1,0.05,37.262,58,0.993,2387.837
2056,96.99,100,100,1,0.05,37.764,59,0.992,2388.838
2056.999,96.81,100,100,1,0.05,38.418,57,0.994,2389.837
2058,96.81,100,100,1,0.05,37.65,59,0.993,2390.838
2059,96.71,100,100,1,0.05,37.518,59,0.994,2391.838
2059.999,96.76,100,100,1,0.05,37.754,57,0.993,2392.837
2061.001,96.89,100,100,1,0.05,37.414,59,0.993,2393.839
2062,96.92,100,100,1,0.05,37.385,58,0.993,2394.838
2063,96.9,100,100,1,0.05,37.783,60,0.993,2395.838
2064,96.85,100,100,1,0.05,37.764,59,0.993,2396.838
2065,96.78,100,100,1,0.049,38.02,59,0.994,2397.838
2066.002,96.98,100,100,1,0.05,37.65,57,0.993,2398.84
2067,96.89,100,100,1,0.049,38.01,60,0.992,2399.838
2067.999,96.85,100,100,1,0.049,37.906,58,0.993,2400.837
2068.999,96.68,100,100,1,0.05,38.286,60,0.993,2401.837
2069.999,96.96,100,100,1,0.05,37.498,60,0.993,2402.837
2071.001,96.97,100,100,1,0.05,37.774,58,0.993,2403.839
2072.001,96.71,100,100,1,0.05,38.03,60,0.993,2404.839
2073.001,96.98,100,100,1,0.05,37.508,59,0.993,2405.839
2073.999,97.02,100,100,1,0.05,37.394,59,0.993,2406.837
2075,96.92,100,100,1,0.05,37.906,60,0.993,2407.838
2075.999,96.68,100,100,1,0.05,37.65,59,0.992,2408.837
2076.999,97.09,100,100,1,0.05,38.03,57,0.993,2409.837
2077.999,96.86,100,100,1,0.049,38.03,59,0.992,2410.837
2079,96.74,100,100,1,0.05,37.936,59,0.993,2411.838
2079.999,96.71,100,100,1,0.05,38.03,60,0.993,2412.837
2081,97.02,100,100,1,0.049,37.66,58,0.993,2413.838
2082,96.9,100,100,1,0.05,37.897,59,0.995,2414.838
2083.002,96.54,100,100,1,0.05,38.01,58,0.993,2415.84
2084,96.7,100,100,1,0.05,37.537,58,0.993,2416.838
2085,96.84,100,100,1,0.05,37.252,58,0.993,2417.838
2085.999,96.87,100,100,1,0.049,37.764,60,0.994,2418.837
2086.999,97.25,100,100,1,0.05,37.774,57,0.995,2419.837
2088,96.57,100,100,1,0.05,37.508,60,0.991,2420.838
2089,96.82,100,100,1,0.05,37.385,59,0.993,2421.838
2090,97.04,100,100,1,0.05,38.286,57,0.993,2422.838
2091,97.08,100,100,1,0.05,37.518,58,0.992,2423.838
2092.001,97.01,100,100,1,0.05,37.66,58,0.992,2424.839
2093,96.94,100,100,1,0.05,37.404,57,0.992,2425.838
2093.999,97,100,100,1,0.05,37.65,58,0.993,2426.837
2094.999,97.11,100,100,1,0.05,37.783,60,0.993,2427.837
2096.002,96.74,100,100,1,0.05,37.906,57,0.993,2428.84
2097,97.02,100,100,1,0.05,38.305,57,0.992,2429.838
2098.001,97.1,100,100,1,0.05,37.498,57,0.993,2430.839
2098.999,97.14,100,100,1,0.05,37.641,57,0.993,2431.837
2100.002,96.8,100,100,1,0.05,38.01,59,0.992,2432.84
2100.999,96.92,100,100,1,0.05,37.641,57,0.993,2433.837
2102,97.04,100,100,1,0.05,37.897,57,0.993,2434.838
2103.001,96.88,100,100,1,0.05,37.404,58,0.993,2435.839
2104,97.06,100,100,1,0.05,38.03,60,0.993,2436.838
2105.001,96.84,100,100,1,0.05,37.906,59,0.994,2437.839
2106,96.92,100,100,1,0.05,36.882,58,0.993,2438.838
2107.002,97,100,100,1,0.05,37.793,57,0.993,2439.84
2108,97.27,100,100,1,0.05,37.394,58,0.993,2440.838
2109.001,97.27,100,100,1,0.05,38.143,59,0.993,2441.839
2110,96.87,100,100,1,0.05,37.527,57,0.993,2442.838
2111.001,97.01,100,100,1,0.05,38.039,58,0.993,2443.839
2112.002,96.99,100,100,1,0.05,37.897,59,0.993,2444.84
2113.001,97.23,100,100,1,0.05,37.774,60,0.993,2445.839
2114,97.17,100,100,1,0.05,37.764,60,0.993,2446.838
2114.999,97.07,100,100,1,0.05,38.039,57,0.993,2447.837
2116.002,97.19,100,100,1,0.05,38.02,59,0.993,2448.84
2116.999,97.19,100,100,1,0.05,38.305,60,0.993,2449.837
2118,96.92,100,100,1,0.05,37.774,58,0.993,2450.838
2119,97.24,100,100,1,0.05,37.641,58,0.992,2451.838
2120,97.29,100,100,1,0.05,37.66,57,0.993,2452.838
2121,97.12,100,100,1,0.049,37.906,58,0.993,2453.838
2122,97.08,100,100,1,0.05,37.66,59,0.992,2454.838
2123,97.15,100,100,1,0.05,38.02,58,0.993,2455.838
2124.001,97.03,100,100,1,0.05,37.65,57,0.993,2456.839
2124.999,97.31,100,100,1,0.05,37.518,60,0.993,2457.837
2126.001,96.93,100,100,1,0.05,37.631,60,0.993,2458.839
2127,97.25,100,100,1,0.05,37.774,57,0.992,2459.838
2128.001,97.43,100,100,1,0.05,38.286,59,0.993,2460.839
2128.999,97.42,100,100,1,0.05,38.049,57,0.993,2461.837
2130.001,97.35,100,100,1,0.05,37.385,59,0.993,2462.839
2130.999,97.14,100,100,1,0.05,38.039,59,0.994,2463.837
2131.999,97.32,100,100,1,0.05,37.631,57,0.992,2464.837
2133.001,97.11,100,100,1,0.05,37.518,60,0.993,2465.839
2134,97.34,100,100,1,0.05,37.897,57,0.994,2466.838
2135,97.41,100,100,1,0.05,38.01,58,0.993,2467.838
2135.999,97.48,100,100,1,0.05,37.906,59,0.995,2468.837
2136.999,97.48,100,100,1,0.05,37.906,59,0.993,2469.837
2137.999,97.44,100,100,1,0.05,38.039,57,0.994,2470.837
2139.001,97.26,100,100,1,0.05,37.66,60,0.994,2471.839
2139.999,97.25,100,100,1,0.05,38.295,58,0.993,2472.837
2140.999,97.1,100,100,1,0.05,37.641,58,0.993,2473.837
2142,97.37,100,100,1,0.05,38.02,58,0.993,2474.838
2143,97.58,100,100,1,0.05,38.02,57,0.993,2475.838
2144,97.34,100,100,1,0.05,37.897,59,0.995,2476.838
2145,97.53,100,100,1,0.05,37.65,59,0.993,2477.838
2145.999,97.25,100,100,1,0.05,38.03,58,0.992,2478.837
2146.999,97.29,100,100,1,0.05,37.262,59,0.993,2479.837
2148,97.61,100,100,1,0.05,37.66,58,0.994,2480.838
2149,97.68,100,100,1,0.05,37.774,59,0.992,2481.838
2149.999,97.33,100,100,1,0.05,37.764,58,0.993,2482.837
2150.999,97.42,100,100,1,0.05,37.774,59,0.993,2483.837
2152.001,97.57,100,100,1,0.05,37.783,59,0.993,2484.839
2153.001,97.49,100,100,1,0.05,38.03,59,0.993,2485.839
2154,97.91,100,100,1,0.05,37.764,58,0.993,2486.838
2154.999,97.49,100,100,1,0.05,37.385,58,0.993,2487.837
2156.001,97.69,100,100,1,0.05,37.926,59,0.993,2488.839
2156.999,97.68,100,100,1,0.05,37.887,58,0.993,2489.837
2158,97.28,100,100,1,0.05,37.129,58,0.992,2490.838
2159,97.44,100,100,1,0.05,37.631,59,0.994,2491.838
2159.999,97.72,100,100,1,0.05,37.774,59,0.992,2492.837
2161,97.55,100,100,1,0.05,37.508,58,0.993,2493.838
2162,97.87,100,100,1,0.05,37.764,59,0.992,2494.838
2163,97.58,100,100,1,0.05,38.049,57,0.994,2495.838
2163.999,97.89,100,100,1,0.05,37.641,57,0.992,2496.837
2165.001,97.92,100,100,1,0.05,38.03,59,0.992,2497.839
2166,97.97,100,100,1,0.05,37.537,60,0.992,2498.838
2167.001,97.82,100,100,1,0.05,37.764,59,0.993,2499.839
2167.999,97.79,100,100,1,0.05,37.291,59,0.993,2500.837
2168.999,97.7,100,100,1,0.05,38.03,58,0.993,2501.837
2169.999,97.84,100,100,1,0.05,37.518,60,0.993,2502.837
2170.999,97.9,100,100,1,0.05,38.039,60,0.993,2503.837
2172,97.92,100,100,1,0.05,38.03,58,0.993,2504.838
2173.002,97.83,100,100,1,0.05,37.537,59,0.993,2505.84
2173.999,98.07,100,100,1,0.05,37.67,60,0.993,2506.837
2174.999,98.09,100,100,1,0.05,37.537,58,0.992,2507.837
2176,97.77,100,100,1,0.05,37.926,57,0.993,2508.838
2177,97.91,100,100,1,0.05,37.774,59,0.993,2509.838
2178,98.19,100,100,1,0.05,37.404,59,0.992,2510.838
2179,98.09,100,100,1,0.05,38.03,58,0.993,2511.838
2180,97.91,100,100,1,0.05,37.897,57,0.992,2512.838
2181.001,98.14,100,100,1,0.05,38.02,58,0.991,2513.839
2182,98.51,100,100,1,0.05,37.887,59,0.994,2514.838
2182.999,98.39,100,100,1,0.05,37.385,58,0.993,2515.837
2184,98.33,100,100,1,0.05,37.66,57,0.993,2516.838
2185.001,98.43,100,100,1,0.05,37.897,58,0.992,2517.839
2185.999,98.4,100,100,1,0.05,37.385,59,0.993,2518.837
2187,98.29,100,100,1,0.05,37.65,60,0.993,2519.838
2188,98.28,100,100,1,0.05,37.897,58,0.993,2520.838
2188.999,98.46,100,100,1,0.05,38.276,59,0.993,2521.837
2190,98.45,100,100,1,0.05,37.774,59,0.993,2522.838
2191.001,98.5,100,100,1,0.05,37.262,58,0.993,2523.839
2191.999,98.41,100,100,1,0.05,37.916,59,0.991,2524.837
2193,98.49,100,100,1,0.05,37.527,59,0.994,2525.838
2194,98.4,100,100,1,0.05,38.03,59,0.993,2526.838
2195,98.43,100,100,1,0.05,37.774,58,0.991,2527.838
2196,98.43,100,100,1,0.05,37.906,59,0.993,2528.838
2196.999,98.68,100,100,1,0.05,37.65,58,0.994,2529.837
2198,98.29,100,100,1,0.05,37.783,59,0.993,2530.838
2198.999,98.4,100,100,1,0.05,38.03,60,0.993,2531.837
2200.002,98.8,100,100,1,0.05,37.508,57,0.993,2532.84
2201.001,98.39,100,100,1,0.05,38.059,59,0.993,2533.839
2202.001,98.64,100,100,1,0.05,37.774,57,0.992,2534.839
2203,98.61,100,100,1,0.05,37.897,57,0.993,2535.838
2204,98.65,100,100,1,0.05,38.02,58,0.993,2536.838
2205.001,98.74,100,100,1,0.05,38.039,57,0.992,2537.839
2205.999,98.83,100,100,1,0.05,37.906,58,0.993,2538.837
2206.999,98.83,100,100,1,0.05,37.906,59,0.993,2539.837
2208,98.77,100,100,1,0.05,37.281,57,0.993,2540.838
2208.999,98.88,100,100,1,0.05,37.66,58,0.993,2541.837
2210.003,99.02,100,100,1,0.05,37.897,59,0.992,2542.841
2211.002,98.88,100,100,1,0.05,37.271,57,0.993,2543.84
2212,98.97,100,100,1,0.05,37.897,60,0.992,2544.838
2212.999,98.62,100,100,1,0.05,37.006,60,0.993,2545.837
2213.999,99.05,100,100,1,0.05,37.65,59,0.992,2546.837
2215,99.05,100,100,1,0.05,37.67,57,0.992,2547.838
2216.002,98.81,100,100,1,0.05,37.66,58,0.993,2548.84
2217,99.05,100,100,1,0.05,37.803,58,0.993,2549.838
2218,98.82,100,100,1,0.05,37.897,59,0.993,2550.838
2219,98.82,100,100,1,0.05,37.774,59,0.991,2551.838
2220.001,98.91,100,100,1,0.05,38.03,57,0.992,2552.839
2221,99.05,100,100,1,0.05,37.537,58,0.994,2553.838
2221.999,99.15,100,100,1,0.05,37.66,59,0.994,2554.837
2223,98.92,100,100,1,0.05,37.394,57,0.994,2555.838
2224,98.94,100,100,1,0.05,37.518,57,0.994,2556.838
2225.001,99.12,100,100,1,0.05,37.414,59,0.993,2557.839
2226,99.33,100,100,1,0.05,37.498,57,0.992,2558.838
2227.001,99.24,100,100,1,0.05,38.039,60,0.993,2559.839
2228.001,99.42,100,100,1,0.05,37.641,57,0.993,2560.839
2229,99.14,100,100,1,0.05,37.783,58,0.993,2561.838
2230,99.12,100,100,1,0.05,37.508,60,0.994,2562.838
2231,99.47,100,100,1,0.05,38.02,59,0.993,2563.838
2232,99.41,100,100,1,0.05,38.153,60,0.993,2564.838
2233.001,99.34,100,100,1,0.05,37.774,60,0.992,2565.839
2234,99.03,100,100,1,0.05,38.039,57,0.994,2566.838
2235,99.31,100,100,1,0.05,37.783,58,0.993,2567.838
2236,99.47,100,100,1,0.05,37.394,58,0.992,2568.838
2237.001,99.25,100,100,1,0.05,38.039,60,0.993,2569.839
2238.001,99.62,100,100,1,0.049,37.916,59,0.994,2570.839
2239,99.37,100,100,1,0.05,37.916,59,0.993,2571.838
2239.999,99.45,100,100,1,0.049,37.897,57,0.993,2572.837
2240.999,99.67,100,100,1,0.05,37.783,58,0.993,2573.837
2242,99.74,100,100,1,0.05,38.162,59,0.993,2574.838
2243.001,99.76,100,100,1,0.05,37.641,58,0.993,2575.839
2244.001,99.52,100,100,1,0.05,37.271,59,0.993,2576.839
2244.999,99.77,100,100,1,0.05,37.641,58,0.993,2577.837
2245.999,99.5,100,100,1,0.049,38.286,58,0.993,2578.837
2247.002,99.73,100,100,1,0.049,37.67,59,0.993,2579.84
2248,99.85,100,100,1,0.049,37.385,58,0.993,2580.838
2249.001,99.9,100,100,1,0.049,38.049,59,0.993,2581.839
2250,99.75,100,100,1,0.049,37.404,59,0.993,2582.838
2250.999,99.99,100,100,1,0.05,37.774,58,0.993,2583.837
2251.999,99.84,100,100,1,0.05,38.133,57,0.993,2584.837
2253,99.92,100,100,1,0.05,37.906,60,0.993,2585.838
2254.001,99.96,100,100,1,0.05,37.65,58,0.993,2586.839
2255.002,99.93,100,100,1,0.05,37.129,57,0.993,2587.84
2256.001,100.03,100,100,1,0.05,37.916,60,0.993,2588.839
2257,100.18,100,100,1,0.05,37.404,57,0.993,2589.838
2257.999,100.18,100,100,1,0.05,37.66,57,0.994,2590.837
2258.999,99.87,100,100,1,0.05,37.65,58,0.993,2591.837
2259.999,100.28,100,100,1,0.05,37.906,58,0.993,2592.837
2260.999,100.3,100,100,1,0.05,37.394,58,0.993,2593.837
2262,100.3,100,100,1,0.05,37.508,58,0.993,2594.838
2262.999,99.95,100,100,1,0.05,38.03,59,0.993,2595.837
2264,100.28,100,100,1,0.05,37.631,59,0.993,2596.838
2265,100.43,100,100,1,0.049,37.906,58,0.993,2597.838
2266.001,100.38,100,100,1,0.049,37.508,58,0.993,2598.839
2267.001,100.56,100,100,1,0.049,37.916,59,0.993,2599.839
2268,100.3,100,100,1,0.049,37.887,60,0.993,2600.838
2269,100.39,100,100,1,0.049,37.394,60,0.992,2601.838
2269.998,100.38,100,100,1,0.049,37.897,57,0.993,2602.836
2271,100.36,100,100,1,0.05,37.65,59,0.993,2603.838
