Data,Hora,Temperatura,Slack,Tensão
08/04/2025,02:17:00,104841,134,1308
08/04/2025,02:17:02,104678,134,1308
08/04/2025,02:17:04,104063,134,1308
08/04/2025,02:17:06,103940,134,1308
08/04/2025,02:17:08,104974,134,1308
08/04/2025,02:17:10,104954,134,1309
08/04/2025,02:17:12,104452,135,1309
08/04/2025,02:17:14,103950,135,1309
08/04/2025,02:17:16,104851,134,1308
08/04/2025,02:17:18,104964,134,1308
08/04/2025,02:17:20,103960,134,1310
08/04/2025,02:17:22,104585,134,1308
08/04/2025,02:17:24,104728,134,1309
08/04/2025,02:17:26,103334,135,1309
08/04/2025,02:17:28,104196,135,1310
08/04/2025,02:17:30,104339,135,1311
08/04/2025,02:17:32,104309,134,1308
08/04/2025,02:17:34,104216,136,1304
08/04/2025,02:17:36,104206,134,1305
08/04/2025,02:17:38,104605,136,1305
08/04/2025,02:17:40,104093,136,1305
08/04/2025,02:17:42,103827,134,1304
08/04/2025,02:17:44,104225,134,1304
08/04/2025,02:17:46,104521,136,1305
08/04/2025,02:17:48,104595,135,1305
08/04/2025,02:17:50,103807,135,1305
08/04/2025,02:17:52,103704,135,1305
08/04/2025,02:17:54,103837,134,1304
08/04/2025,02:17:56,104349,134,1305
08/04/2025,02:17:58,104349,134,1306
08/04/2025,02:18:00,104093,134,1305
08/04/2025,02:18:02,104225,136,1306
08/04/2025,02:18:04,103733,135,1305
08/04/2025,02:18:06,103457,134,1306
08/04/2025,02:18:08,104481,135,1304
08/04/2025,02:18:10,103733,136,1305
08/04/2025,02:18:12,103723,136,1305
08/04/2025,02:18:14,103457,135,1305
08/04/2025,02:18:16,103713,135,1306
08/04/2025,02:18:18,103315,136,1305
08/04/2025,02:18:20,103581,136,1306
08/04/2025,02:18:22,104093,136,1304
08/04/2025,02:18:24,103733,136,1306
08/04/2025,02:18:26,103457,135,1305
08/04/2025,02:18:28,103856,136,1305
08/04/2025,02:18:30,103600,136,1305
08/04/2025,02:18:32,103600,135,1305
08/04/2025,02:18:34,103846,134,1305
08/04/2025,02:18:36,103590,136,1307
08/04/2025,02:18:38,102842,136,1305
08/04/2025,02:18:40,103713,135,1306
08/04/2025,02:18:42,103364,135,1305
08/04/2025,02:18:44,104112,135,1308
08/04/2025,02:18:46,103723,135,1306
08/04/2025,02:18:48,103581,136,1306
08/04/2025,02:18:50,103846,136,1305
08/04/2025,02:18:52,103969,135,1305
08/04/2025,02:18:54,103620,135,1305
08/04/2025,02:18:56,103221,136,1307
08/04/2025,02:18:58,104102,136,1307
08/04/2025,02:19:00,103753,135,1307
08/04/2025,02:19:02,103733,137,1308
08/04/2025,02:19:04,103723,137,1305
08/04/2025,02:19:06,103733,135,1306
08/04/2025,02:19:08,102955,135,1307
08/04/2025,02:19:10,103344,137,1305
08/04/2025,02:19:12,103600,135,1307
08/04/2025,02:19:14,103108,135,1307
08/04/2025,02:19:16,103969,135,1305
08/04/2025,02:19:18,103497,135,1306
08/04/2025,02:19:20,103487,137,1305
08/04/2025,02:19:22,104255,135,1306
08/04/2025,02:19:24,103610,136,1307
08/04/2025,02:19:26,103856,136,1306
08/04/2025,02:19:28,103866,137,1306
08/04/2025,02:19:30,104152,136,1306
08/04/2025,02:19:32,102985,135,1307
08/04/2025,02:19:34,103334,135,1305
08/04/2025,02:19:36,103610,136,1306
08/04/2025,02:19:38,103364,135,1307
08/04/2025,02:19:40,102965,135,1306
08/04/2025,02:19:42,103487,136,1305
08/04/2025,02:19:44,103364,136,1307
08/04/2025,02:19:46,102975,136,1305
08/04/2025,02:19:48,102709,135,1307
08/04/2025,02:19:50,102955,135,1305
08/04/2025,02:19:52,103231,136,1306
08/04/2025,02:19:54,103221,136,1306
08/04/2025,02:19:56,102965,135,1306
08/04/2025,02:19:58,102832,135,1305
08/04/2025,02:20:00,103354,135,1306
08/04/2025,02:20:02,102709,136,1308
08/04/2025,02:20:04,103733,135,1307
08/04/2025,02:20:06,103763,135,1307
08/04/2025,02:20:08,103241,136,1305
08/04/2025,02:20:10,103610,136,1307
08/04/2025,02:20:12,103098,137,1305
08/04/2025,02:20:14,103610,135,1308
08/04/2025,02:20:16,103477,135,1305
08/04/2025,02:20:18,103221,135,1305
08/04/2025,02:20:20,102699,135,1308
08/04/2025,02:20:22,103610,135,1305
08/04/2025,02:20:24,102975,137,1308
08/04/2025,02:20:26,102842,135,1305
08/04/2025,02:20:28,103344,136,1306
08/04/2025,02:20:30,103467,136,1306
08/04/2025,02:20:32,102955,135,1305
08/04/2025,02:20:34,103610,136,1305
08/04/2025,02:20:36,103610,136,1306
08/04/2025,02:20:38,103325,135,1306
08/04/2025,02:20:40,103837,135,1305
08/04/2025,02:20:42,103088,135,1306
08/04/2025,02:20:44,103344,136,1304
08/04/2025,02:20:46,103999,136,1305
08/04/2025,02:20:48,103221,136,1306
08/04/2025,02:20:50,103448,135,1305
08/04/2025,02:20:52,103467,135,1305
08/04/2025,02:20:54,103876,135,1305
08/04/2025,02:20:56,103344,136,1306
08/04/2025,02:20:58,103723,135,1305
08/04/2025,02:21:00,103733,136,1307
08/04/2025,02:21:02,103713,134,1308
08/04/2025,02:21:04,103467,136,1305
08/04/2025,02:21:06,103694,134,1306
08/04/2025,02:21:08,104112,136,1305
08/04/2025,02:21:10,103477,136,1305
08/04/2025,02:21:12,103989,136,1305
08/04/2025,02:21:14,103713,135,1305
08/04/2025,02:21:16,103713,136,1305
08/04/2025,02:21:18,102709,136,1305
08/04/2025,02:21:20,104349,136,1305
08/04/2025,02:21:22,103960,134,1305
08/04/2025,02:21:24,103866,136,1305
08/04/2025,02:21:26,103713,134,1306
08/04/2025,02:21:28,103989,135,1305
08/04/2025,02:21:30,103438,134,1305
08/04/2025,02:21:32,104378,136,1305
08/04/2025,02:21:34,103581,134,1304
08/04/2025,02:21:36,104831,135,1304
08/04/2025,02:21:38,104491,136,1305
08/04/2025,02:21:40,103704,134,1305
08/04/2025,02:21:42,104112,134,1305
08/04/2025,02:21:44,104083,134,1305
08/04/2025,02:21:46,104339,135,1304
08/04/2025,02:21:48,104708,134,1305
08/04/2025,02:21:50,103438,134,1305
08/04/2025,02:21:52,103950,134,1304
08/04/2025,02:21:54,104358,134,1303
08/04/2025,02:21:56,104472,135,1303
08/04/2025,02:21:58,103960,134,1304
08/04/2025,02:22:00,104462,135,1303
08/04/2025,02:22:02,104442,134,1304
08/04/2025,02:22:04,104698,134,1304
08/04/2025,02:22:06,104073,134,1303
08/04/2025,02:22:08,104737,134,1303
08/04/2025,02:22:10,103581,135,1303
08/04/2025,02:22:12,104575,134,1304
08/04/2025,02:22:14,104462,135,1303
08/04/2025,02:22:16,104954,135,1303
08/04/2025,02:22:18,104442,134,1302
08/04/2025,02:22:20,104585,134,1304
08/04/2025,02:22:22,105343,135,1304
08/04/2025,02:22:24,104974,134,1303
08/04/2025,02:22:26,104944,134,1305
08/04/2025,02:22:28,105466,135,1302
08/04/2025,02:22:30,105087,134,1303
08/04/2025,02:22:32,104944,134,1302
08/04/2025,02:22:34,104708,134,1303
08/04/2025,02:22:36,104954,134,1302
08/04/2025,02:22:38,104821,134,1302
08/04/2025,02:22:40,105200,134,1302
08/04/2025,02:22:42,105323,134,1302
08/04/2025,02:22:44,105210,135,1301
08/04/2025,02:22:46,105323,134,1302
08/04/2025,02:22:48,105722,134,1302
08/04/2025,02:22:50,105333,134,1301
08/04/2025,02:22:52,105323,134,1301
08/04/2025,02:22:54,105057,134,1300
08/04/2025,02:22:56,105456,134,1302
08/04/2025,02:22:58,105313,134,1301
08/04/2025,02:23:00,105190,134,1301
08/04/2025,02:23:02,105343,134,1301
08/04/2025,02:23:04,104934,134,1301
08/04/2025,02:23:06,105436,132,1300
08/04/2025,02:23:08,105446,134,1300
08/04/2025,02:23:10,105968,133,1300
08/04/2025,02:23:12,105067,134,1300
08/04/2025,02:23:14,106081,134,1300
08/04/2025,02:23:16,105968,134,1301
08/04/2025,02:23:18,105825,134,1300
08/04/2025,02:23:20,106194,134,1300
08/04/2025,02:23:22,105303,134,1301
08/04/2025,02:23:24,106337,133,1301
08/04/2025,02:23:26,105835,134,1300
08/04/2025,02:23:28,106327,134,1300
08/04/2025,02:23:30,105938,134,1299
08/04/2025,02:23:32,105795,134,1299
08/04/2025,02:23:34,105835,134,1300
08/04/2025,02:23:36,105293,134,1301
08/04/2025,02:23:38,105815,134,1300
08/04/2025,02:23:40,106081,134,1300
08/04/2025,02:23:42,105938,134,1300
08/04/2025,02:23:44,106450,134,1300
08/04/2025,02:23:46,106440,134,1299
08/04/2025,02:23:48,105396,134,1299
08/04/2025,02:23:50,106430,132,1297
08/04/2025,02:23:52,105928,134,1298
08/04/2025,02:23:54,106337,134,1298
08/04/2025,02:23:56,106420,134,1300
08/04/2025,02:23:58,106184,134,1298
08/04/2025,02:24:00,106440,133,1299
08/04/2025,02:24:02,106563,133,1300
08/04/2025,02:24:04,106041,132,1298
08/04/2025,02:24:06,107311,131,1298
08/04/2025,02:24:08,105918,134,1299
08/04/2025,02:24:11,107065,133,1299
08/04/2025,02:24:13,106450,132,1300
08/04/2025,02:24:15,106317,132,1298
08/04/2025,02:24:17,106932,133,1298
08/04/2025,02:24:19,107218,132,1298
08/04/2025,02:24:21,106932,131,1298
08/04/2025,02:24:23,106563,132,1296
08/04/2025,02:24:25,106952,132,1297
08/04/2025,02:24:27,106420,131,1298
08/04/2025,02:24:29,107178,132,1297
08/04/2025,02:24:31,106932,132,1297
08/04/2025,02:24:33,106410,133,1298
08/04/2025,02:24:35,106799,133,1297
08/04/2025,02:24:37,107311,132,1294
08/04/2025,02:24:39,106676,132,1297
08/04/2025,02:24:41,107538,131,1297
08/04/2025,02:24:43,107178,131,1297
08/04/2025,02:24:45,106799,132,1297
08/04/2025,02:24:47,107301,131,1296
08/04/2025,02:24:49,107282,131,1297
08/04/2025,02:24:51,106913,131,1295
08/04/2025,02:24:53,106524,131,1297
08/04/2025,02:24:55,107178,131,1294
08/04/2025,02:24:57,107282,132,1296
08/04/2025,02:24:59,107425,132,1296
08/04/2025,02:25:01,106922,132,1294
08/04/2025,02:25:03,107434,131,1295
08/04/2025,02:25:05,107917,131,1295
08/04/2025,02:25:07,107671,130,1297
08/04/2025,02:25:09,106873,132,1295
08/04/2025,02:25:11,107405,132,1295
08/04/2025,02:25:13,107528,132,1295
08/04/2025,02:25:15,108306,132,1295
08/04/2025,02:25:17,107016,131,1295
08/04/2025,02:25:19,107661,131,1295
08/04/2025,02:25:21,107681,132,1295
08/04/2025,02:25:23,108030,132,1295
08/04/2025,02:25:25,107681,131,1294
08/04/2025,02:25:27,108163,131,1294
08/04/2025,02:25:29,107548,132,1294
08/04/2025,02:25:31,107272,130,1294
08/04/2025,02:25:33,107927,130,1295
08/04/2025,02:25:35,108020,130,1294
08/04/2025,02:25:37,107651,130,1295
08/04/2025,02:25:39,107907,131,1294
08/04/2025,02:25:41,107927,130,1295
08/04/2025,02:25:43,107897,131,1294
08/04/2025,02:25:45,107897,131,1294
08/04/2025,02:25:47,107528,130,1294
08/04/2025,02:25:49,107508,132,1293
08/04/2025,02:25:51,108050,131,1294
08/04/2025,02:25:53,108522,130,1294
08/04/2025,02:25:55,108030,130,1293
08/04/2025,02:25:57,107631,131,1294
08/04/2025,02:25:59,108030,131,1292
08/04/2025,02:26:01,108778,130,1291
08/04/2025,02:26:03,108296,131,1294
08/04/2025,02:26:05,108153,129,1293
08/04/2025,02:26:07,107631,130,1293
08/04/2025,02:26:09,108409,129,1291
08/04/2025,02:26:11,108010,130,1294
08/04/2025,02:26:13,107917,131,1291
08/04/2025,02:26:15,108399,130,1293
08/04/2025,02:26:17,108665,130,1292
08/04/2025,02:26:19,108123,129,1293
08/04/2025,02:26:21,107897,131,1293
08/04/2025,02:26:23,108133,131,1291
08/04/2025,02:26:25,108379,130,1292
08/04/2025,02:26:27,108369,131,1293
08/04/2025,02:26:29,108133,129,1291
08/04/2025,02:26:31,108296,129,1293
08/04/2025,02:26:33,108276,130,1291
08/04/2025,02:26:35,108522,129,1291
08/04/2025,02:26:37,108143,129,1292
08/04/2025,02:26:39,108532,130,1291
08/04/2025,02:26:41,108911,129,1291
08/04/2025,02:26:43,108512,129,1292
08/04/2025,02:26:45,108645,129,1290
08/04/2025,02:26:47,108665,130,1291
08/04/2025,02:26:49,108522,130,1291
08/04/2025,02:26:51,107990,129,1291
08/04/2025,02:26:53,109270,129,1291
08/04/2025,02:26:55,108296,129,1291
08/04/2025,02:26:57,109290,129,1291
08/04/2025,02:26:59,109260,129,1291
08/04/2025,02:27:01,109137,129,1291
08/04/2025,02:27:03,108635,130,1291
08/04/2025,02:27:05,109127,130,1290
08/04/2025,02:27:07,108891,130,1290
08/04/2025,02:27:09,108891,130,1292
08/04/2025,02:27:11,109137,130,1289
08/04/2025,02:27:13,109516,129,1291
08/04/2025,02:27:15,109127,129,1292
08/04/2025,02:27:17,108625,128,1292
08/04/2025,02:27:19,109516,129,1292
08/04/2025,02:27:21,108984,130,1292
08/04/2025,02:27:23,109250,130,1291
08/04/2025,02:27:25,109240,128,1290
08/04/2025,02:27:27,109260,128,1291
08/04/2025,02:27:29,109240,129,1291
08/04/2025,02:27:31,109772,129,1291
08/04/2025,02:27:33,109383,129,1291
08/04/2025,02:27:35,109393,129,1291
08/04/2025,02:27:37,109752,128,1292
08/04/2025,02:27:39,109127,129,1291
08/04/2025,02:27:41,109373,129,1291
08/04/2025,02:27:43,109496,130,1291
08/04/2025,02:27:45,109393,128,1290
08/04/2025,02:27:47,108861,129,1291
08/04/2025,02:27:49,109373,128,1290
08/04/2025,02:27:51,109506,128,1291
08/04/2025,02:27:53,109477,129,1291
08/04/2025,02:27:55,109393,128,1292
08/04/2025,02:27:57,109250,129,1290
08/04/2025,02:27:59,109383,127,1291
08/04/2025,02:28:01,109004,128,1291
08/04/2025,02:28:03,109516,128,1289
08/04/2025,02:28:05,109629,129,1289
08/04/2025,02:28:07,109752,129,1294
08/04/2025,02:28:09,109619,127,1294
08/04/2025,02:28:11,109979,129,1294
08/04/2025,02:28:13,109905,127,1294
08/04/2025,02:28:15,109989,128,1292
08/04/2025,02:28:17,109885,127,1292
08/04/2025,02:28:19,109885,127,1294
08/04/2025,02:28:21,109989,128,1294
08/04/2025,02:28:23,110264,127,1292
08/04/2025,02:28:25,110254,127,1293
08/04/2025,02:28:27,110264,127,1294
08/04/2025,02:28:29,110368,128,1292
08/04/2025,02:28:31,110378,127,1292
08/04/2025,02:28:33,110254,129,1292
08/04/2025,02:28:35,110368,128,1294
08/04/2025,02:28:37,110368,129,1293
08/04/2025,02:28:39,110378,127,1292
08/04/2025,02:28:41,109610,127,1292
08/04/2025,02:28:43,110491,128,1291
08/04/2025,02:28:45,109846,127,1291
08/04/2025,02:28:47,110235,127,1292
08/04/2025,02:28:49,110899,127,1292
08/04/2025,02:28:51,110122,127,1293
08/04/2025,02:28:53,110245,127,1291
08/04/2025,02:28:55,110082,127,1291
08/04/2025,02:28:57,110378,127,1291
08/04/2025,02:28:59,110358,128,1294
08/04/2025,02:29:01,110215,127,1292
08/04/2025,02:29:03,110594,127,1291
08/04/2025,02:29:05,110481,126,1291
08/04/2025,02:29:07,110614,128,1291
08/04/2025,02:29:09,109969,128,1293
08/04/2025,02:29:11,110643,127,1291
08/04/2025,02:29:13,110481,127,1292
08/04/2025,02:29:15,110614,128,1293
08/04/2025,02:29:17,110880,129,1291
08/04/2025,02:29:19,110225,128,1291
08/04/2025,02:29:21,109989,127,1291
08/04/2025,02:29:23,111126,126,1293
08/04/2025,02:29:25,109959,126,1291
08/04/2025,02:29:27,110993,127,1291
08/04/2025,02:29:29,110840,127,1292
08/04/2025,02:29:31,110112,128,1290
08/04/2025,02:29:33,110747,127,1291
08/04/2025,02:29:35,109856,127,1291
08/04/2025,02:29:37,110880,127,1291
08/04/2025,02:29:39,110584,126,1291
08/04/2025,02:29:41,110757,127,1292
08/04/2025,02:29:43,110235,128,1290
08/04/2025,02:29:45,110899,127,1291
08/04/2025,02:29:47,110624,127,1292
08/04/2025,02:29:49,110338,126,1290
08/04/2025,02:29:51,111013,127,1290
08/04/2025,02:29:53,110727,126,1291
08/04/2025,02:29:55,110358,128,1291
08/04/2025,02:29:57,110501,127,1291
08/04/2025,02:29:59,110215,128,1291
08/04/2025,02:30:01,109826,126,1290
08/04/2025,02:30:03,110993,127,1291
08/04/2025,02:30:05,110614,128,1291
08/04/2025,02:30:07,111003,128,1290
08/04/2025,02:30:09,110215,127,1292
08/04/2025,02:30:11,110850,128,1291
08/04/2025,02:30:13,110614,128,1291
08/04/2025,02:30:15,110727,128,1290
08/04/2025,02:30:17,110614,128,1291
08/04/2025,02:30:19,110491,128,1291
08/04/2025,02:30:21,110501,127,1291
08/04/2025,02:30:23,110727,128,1290
08/04/2025,02:30:25,111259,128,1290
08/04/2025,02:30:27,110727,127,1291
08/04/2025,02:30:29,110614,126,1290
08/04/2025,02:30:31,111259,128,1291
08/04/2025,02:30:33,111352,127,1291
08/04/2025,02:30:35,110860,126,1290
08/04/2025,02:30:37,111352,126,1291
08/04/2025,02:30:39,110624,127,1290
08/04/2025,02:30:41,110860,127,1289
08/04/2025,02:30:43,110614,127,1291
08/04/2025,02:30:45,111352,126,1294
08/04/2025,02:30:47,111505,127,1294
08/04/2025,02:30:49,111116,127,1294
08/04/2025,02:30:51,111332,127,1293
08/04/2025,02:30:53,110850,126,1294
08/04/2025,02:30:55,110717,127,1293
08/04/2025,02:30:57,111249,127,1294
08/04/2025,02:30:59,111495,125,1294
08/04/2025,02:31:01,110973,127,1294
08/04/2025,02:31:03,110983,125,1293
08/04/2025,02:31:05,111229,127,1293
08/04/2025,02:31:07,110727,125,1294
08/04/2025,02:31:09,111751,127,1294
08/04/2025,02:31:11,111342,126,1291
08/04/2025,02:31:13,111485,126,1293
08/04/2025,02:31:15,110963,127,1292
08/04/2025,02:31:17,111096,127,1294
08/04/2025,02:31:19,110983,125,1293
08/04/2025,02:31:21,110727,127,1294
08/04/2025,02:31:23,110707,126,1291
08/04/2025,02:31:25,110953,126,1294
08/04/2025,02:31:27,111086,126,1292
08/04/2025,02:31:29,111086,127,1292
08/04/2025,02:31:31,110983,126,1292
08/04/2025,02:31:33,110993,127,1293
08/04/2025,02:31:35,111731,127,1294
08/04/2025,02:31:37,111239,125,1292
08/04/2025,02:31:39,111239,127,1293
08/04/2025,02:31:41,111352,126,1293
08/04/2025,02:31:43,111086,127,1291
08/04/2025,02:31:45,111229,126,1292
08/04/2025,02:31:47,111086,125,1292
08/04/2025,02:31:49,111003,127,1292
08/04/2025,02:31:51,111322,127,1293
08/04/2025,02:31:53,110850,125,1293
08/04/2025,02:31:55,111505,127,1293
08/04/2025,02:31:57,111229,125,1292
08/04/2025,02:31:59,110840,127,1292
08/04/2025,02:32:01,110850,127,1292
08/04/2025,02:32:03,111874,127,1294
08/04/2025,02:32:05,111352,127,1293
08/04/2025,02:32:07,111342,126,1291
08/04/2025,02:32:09,110737,127,1294
08/04/2025,02:32:11,110840,127,1293
08/04/2025,02:32:13,111352,126,1294
08/04/2025,02:32:15,110757,127,1292
08/04/2025,02:32:17,110594,127,1293
08/04/2025,02:32:19,110368,125,1294
08/04/2025,02:32:21,110574,126,1293
08/04/2025,02:32:23,111106,127,1292
08/04/2025,02:32:25,110983,125,1292
08/04/2025,02:32:27,111249,125,1293
08/04/2025,02:32:29,110727,128,1292
08/04/2025,02:32:31,110604,126,1294
08/04/2025,02:32:33,110574,126,1291
08/04/2025,02:32:35,111096,127,1293
08/04/2025,02:32:37,111342,125,1294
08/04/2025,02:32:39,111761,126,1294
08/04/2025,02:32:41,110747,127,1294
08/04/2025,02:32:43,111352,125,1294
08/04/2025,02:32:45,110717,127,1292
08/04/2025,02:32:47,110830,125,1291
08/04/2025,02:32:49,110953,127,1294
08/04/2025,02:32:51,110850,127,1294
08/04/2025,02:32:53,111485,127,1292
08/04/2025,02:32:55,110983,126,1293
08/04/2025,02:32:57,111126,127,1291
08/04/2025,02:32:59,111219,127,1291
08/04/2025,02:33:01,111342,125,1293
08/04/2025,02:33:03,110737,127,1293
08/04/2025,02:33:05,110717,127,1292
08/04/2025,02:33:07,111076,125,1294
08/04/2025,02:33:09,110973,127,1294
08/04/2025,02:33:11,110850,127,1293
08/04/2025,02:33:13,111116,125,1292
08/04/2025,02:33:15,110348,127,1292
08/04/2025,02:33:17,110727,125,1293
08/04/2025,02:33:19,111096,125,1292
08/04/2025,02:33:21,111106,126,1294
08/04/2025,02:33:23,110850,126,1291
08/04/2025,02:33:25,110604,127,1293
08/04/2025,02:33:27,111126,125,1294
08/04/2025,02:33:29,110594,126,1293
08/04/2025,02:33:31,110993,127,1294
08/04/2025,02:33:33,110850,125,1294
08/04/2025,02:33:35,110338,125,1294
08/04/2025,02:33:37,111229,128,1294
08/04/2025,02:33:39,111126,126,1294
08/04/2025,02:33:41,111239,127,1294
08/04/2025,02:33:43,110850,126,1293
08/04/2025,02:33:45,110481,125,1293
08/04/2025,02:33:47,111126,127,1293
08/04/2025,02:33:49,111884,126,1294
08/04/2025,02:33:51,111352,127,1293
08/04/2025,02:33:53,111485,126,1293
08/04/2025,02:33:55,110604,125,1293
08/04/2025,02:33:57,110594,127,1293
08/04/2025,02:33:59,110860,128,1295
08/04/2025,02:34:01,110727,127,1292
08/04/2025,02:34:03,110880,128,1294
08/04/2025,02:34:05,111086,126,1294
08/04/2025,02:34:07,111269,127,1294
08/04/2025,02:34:09,110860,127,1293
08/04/2025,02:34:11,111022,126,1294
08/04/2025,02:34:13,111382,126,1294
08/04/2025,02:34:15,110963,128,1294
08/04/2025,02:34:17,111126,126,1293
08/04/2025,02:34:19,110890,127,1294
08/04/2025,02:34:21,111515,128,1294
08/04/2025,02:34:23,110993,126,1295
08/04/2025,02:34:25,110983,127,1294
08/04/2025,02:34:27,111259,127,1294
08/04/2025,02:34:29,110840,127,1295
08/04/2025,02:34:31,111269,128,1294
08/04/2025,02:34:33,111249,126,1293
08/04/2025,02:34:35,110963,128,1294
08/04/2025,02:34:37,110870,127,1293
08/04/2025,02:34:39,111249,127,1295
08/04/2025,02:34:41,110983,128,1294
08/04/2025,02:34:43,110471,128,1294
08/04/2025,02:34:45,111013,126,1294
08/04/2025,02:34:47,110717,126,1294
08/04/2025,02:34:49,110471,126,1294
08/04/2025,02:34:51,110880,126,1294
08/04/2025,02:34:53,110993,127,1294
08/04/2025,02:34:55,110471,126,1292
08/04/2025,02:34:57,110358,127,1294
08/04/2025,02:34:59,110102,126,1294
08/04/2025,02:35:01,110860,128,1294
08/04/2025,02:35:03,110614,127,1293
08/04/2025,02:35:05,110235,127,1294
08/04/2025,02:35:07,110890,127,1294
08/04/2025,02:35:09,110348,127,1297
08/04/2025,02:35:11,110082,128,1293
08/04/2025,02:35:13,111136,126,1295
08/04/2025,02:35:15,110378,128,1295
08/04/2025,02:35:17,110122,126,1294
08/04/2025,02:35:19,110338,126,1296
08/04/2025,02:35:21,110614,127,1295
08/04/2025,02:35:23,110643,126,1294
08/04/2025,02:35:25,110604,128,1294
08/04/2025,02:35:27,110737,127,1297
08/04/2025,02:35:29,110727,128,1294
08/04/2025,02:35:31,110727,127,1295
08/04/2025,02:35:33,111269,127,1295
08/04/2025,02:35:35,110102,128,1294
08/04/2025,02:35:37,110245,127,1294
08/04/2025,02:35:39,109856,127,1294
08/04/2025,02:35:41,110870,127,1295
08/04/2025,02:35:43,110594,128,1294
08/04/2025,02:35:45,110776,127,1296
08/04/2025,02:35:47,110634,127,1294
08/04/2025,02:35:49,111249,127,1294
08/04/2025,02:35:51,110245,128,1294
08/04/2025,02:35:53,110225,128,1296
08/04/2025,02:35:55,110102,127,1295
08/04/2025,02:35:57,110122,128,1296
08/04/2025,02:35:59,109979,127,1296
08/04/2025,02:36:01,110235,128,1294
08/04/2025,02:36:03,110245,127,1295
08/04/2025,02:36:05,110614,128,1297
08/04/2025,02:36:07,110102,127,1296
08/04/2025,02:36:09,110880,128,1295
08/04/2025,02:36:11,110776,127,1294
08/04/2025,02:36:13,110397,127,1294
08/04/2025,02:36:15,109866,128,1296
08/04/2025,02:36:17,110501,126,1297
08/04/2025,02:36:19,110225,128,1294
08/04/2025,02:36:21,110092,128,1295
08/04/2025,02:36:23,110510,127,1296
08/04/2025,02:36:25,110491,127,1295
08/04/2025,02:36:27,110254,129,1295
08/04/2025,02:36:29,109998,127,1295
08/04/2025,02:36:31,109344,128,1297
08/04/2025,02:36:33,109979,127,1296
08/04/2025,02:36:35,110520,129,1295
08/04/2025,02:36:37,109989,128,1296
08/04/2025,02:36:39,109723,129,1297
08/04/2025,02:36:41,110264,129,1297
08/04/2025,02:36:43,110122,128,1297
08/04/2025,02:36:45,111042,129,1296
08/04/2025,02:36:47,110274,127,1295
08/04/2025,02:36:49,109979,127,1297
08/04/2025,02:36:51,110112,128,1297
08/04/2025,02:36:53,109979,127,1296
08/04/2025,02:36:55,109619,127,1296
08/04/2025,02:36:57,110501,129,1297
08/04/2025,02:36:59,109610,128,1298
08/04/2025,02:37:01,110274,129,1297
08/04/2025,02:37:03,109363,129,1297
08/04/2025,02:37:05,110634,129,1297
08/04/2025,02:37:07,109875,128,1296
08/04/2025,02:37:09,109998,127,1297
08/04/2025,02:37:11,109875,127,1296
08/04/2025,02:37:13,109998,129,1297
08/04/2025,02:37:15,110151,128,1297
08/04/2025,02:37:17,110520,128,1298
08/04/2025,02:37:19,109486,128,1296
08/04/2025,02:37:21,109742,129,1297
08/04/2025,02:37:23,109998,129,1297
08/04/2025,02:37:25,109998,129,1297
08/04/2025,02:37:27,110397,129,1296
08/04/2025,02:37:29,109629,128,1297
08/04/2025,02:37:31,110151,128,1297
08/04/2025,02:37:33,109354,128,1297
08/04/2025,02:37:35,109639,128,1297
08/04/2025,02:37:37,109240,128,1297
08/04/2025,02:37:39,109885,129,1298
08/04/2025,02:37:41,109393,128,1299
08/04/2025,02:37:43,109629,128,1297
08/04/2025,02:37:45,109998,128,1298
08/04/2025,02:37:47,109004,129,1297
08/04/2025,02:37:49,109998,130,1297
08/04/2025,02:37:51,109619,128,1298
08/04/2025,02:37:53,109240,128,1297
08/04/2025,02:37:55,109762,130,1296
08/04/2025,02:37:57,108994,128,1297
08/04/2025,02:37:59,109762,129,1298
08/04/2025,02:38:01,108871,128,1299
08/04/2025,02:38:03,109363,129,1297
08/04/2025,02:38:05,109383,129,1299
08/04/2025,02:38:07,109486,128,1297
08/04/2025,02:38:09,109639,128,1296
08/04/2025,02:38:11,108881,130,1297
08/04/2025,02:38:13,109403,128,1297
08/04/2025,02:38:15,110008,128,1297
08/04/2025,02:38:17,109383,129,1299
08/04/2025,02:38:19,109659,130,1297
08/04/2025,02:38:21,109516,129,1299
08/04/2025,02:38:23,109383,130,1300
08/04/2025,02:38:25,109363,128,1298
08/04/2025,02:38:27,109260,130,1299
08/04/2025,02:38:29,109127,128,1297
08/04/2025,02:38:31,108861,130,1299
08/04/2025,02:38:33,109383,129,1300
08/04/2025,02:38:35,109403,130,1299
08/04/2025,02:38:37,109516,129,1299
08/04/2025,02:38:39,109147,128,1300
08/04/2025,02:38:41,108635,128,1299
08/04/2025,02:38:43,109137,130,1301
08/04/2025,02:38:45,109157,130,1299
08/04/2025,02:38:47,109403,128,1298
08/04/2025,02:38:49,108901,130,1299
08/04/2025,02:38:51,109403,129,1300
08/04/2025,02:38:53,109024,129,1300
08/04/2025,02:38:55,108901,130,1299
08/04/2025,02:38:57,108738,130,1300
08/04/2025,02:38:59,108748,129,1299
08/04/2025,02:39:01,109280,129,1298
08/04/2025,02:39:03,108891,130,1298
08/04/2025,02:39:05,108625,129,1300
08/04/2025,02:39:07,109270,130,1300
08/04/2025,02:39:09,108532,130,1300
